,listing_id,latitude,longitude
32360,7121345,40.7321,-74.008
32363,7208879,40.7278,-73.9809
32364,7229824,40.7784,-73.988
32366,7095930,40.7404,-73.929
32367,7153946,40.7248,-73.9885
32368,7127151,40.7711,-73.9502
32369,7103115,40.7595,-73.989
32373,7211400,40.753,-73.9958
32379,7192006,40.761,-73.999
32381,7147852,40.7233,-73.9915
32391,7159393,40.7185,-73.9827
32399,7113322,40.7516,-73.969
32401,7103395,40.7673,-73.9922
32402,7174963,40.6681,-73.9552
32405,7109667,40.7281,-73.9861
32406,7150239,40.8014,-73.9663
32408,7231533,40.7482,-73.989
32412,7227124,40.7796,-73.9528
32415,7115479,40.7353,-73.854
32418,7154119,40.7723,-73.951
3242,7224457,40.7698,-73.9512
32421,7233603,40.7141,-74.0096
32422,7117269,40.7353,-73.9956
32423,7126532,40.7457,-73.9785
32424,7198400,40.7731,-73.948
32426,7156518,40.6426,-74.0148
32428,7198935,40.7739,-73.9881
32429,7148823,40.6596,-73.9985
32436,7103428,40.7413,-73.9781
32438,7213951,40.7889,-73.9719
32440,7145520,40.6822,-73.9604
32444,7234081,40.7804,-73.9514
32448,7174648,40.7476,-73.9742
32451,7168113,40.7056,-74.0162
32455,7207240,40.764,-73.977
32456,7090196,40.7775,-73.9536
32457,7129166,40.7469,-73.9802
32459,7212828,40.7708,-73.9556
32462,7119233,40.7632,-73.9783
32465,7172082,40.7189,-73.9503
32467,7094916,40.7555,-73.9695
32469,7135547,40.7459,-73.9572
32472,7200119,40.7633,-73.9785
32473,7126926,40.6881,-73.9794
32476,7150369,40.7957,-73.9727
32478,7090914,40.7248,-73.9885
32482,7199023,40.826,-73.9519
32484,7228965,40.7746,-73.9554
32485,7197075,40.7323,-73.9833
32486,7188509,40.7669,-73.961
32489,7208800,40.5872,-73.9879
32490,7175582,40.7731,-73.948
32493,7218890,40.716,-74.0036
32497,7185106,40.8014,-73.9663
32498,7223218,40.7633,-73.9932
325,7161696,40.7734,-73.9243
32505,7092821,40.7817,-73.9497
32506,7129945,40.7472,-73.956
32509,7215339,40.7844,-73.9497
3251,7139824,40.7782,-73.9482
32512,7167980,40.7593,-73.9959
32517,7101142,40.8261,-73.9387
32518,7225598,40.7087,-73.955
3252,7095489,40.7317,-73.9743
32522,7188917,40.7611,-73.9989
32525,7124998,40.7382,-73.9776
32528,7135915,40.7047,-74.0076
32529,7144413,40.693,-73.972
3253,7230296,40.7692,-73.9873
32530,7211339,40.6893,-73.9917
32534,7098287,40.7162,-74.0095
3254,7145232,40.7861,-73.9438
32540,7167909,40.8226,-73.9527
32542,7171037,40.7657,-73.9622
32545,7138127,40.7053,-74.0162
32547,7108740,40.8043,-73.9512
3255,7159752,40.7637,-73.9846
32552,7102199,40.7461,-73.9757
32554,7233360,40.7692,-73.9596
32560,7155798,40.744,-73.9994
32563,7155773,40.7242,-73.9892
32564,7209544,40.8532,-73.9299
32565,7133390,40.7937,-73.9761
32568,7215400,40.7677,-73.9834
3257,7179462,40.6481,-73.962
32571,7181274,40.7979,-73.9638
32577,7089673,40.8007,-73.9609
32579,7158507,40.7049,-74.0113
32585,7181685,40.777,-73.946
32587,7208916,40.7701,-73.9484
32588,7136772,40.7065,-74.0077
32589,7112365,40.6722,-73.9469
32590,7173271,40.7476,-73.9732
32591,7121709,40.7051,-74.008
32593,7181888,40.7562,-73.9968
32594,7178868,40.7913,-73.9717
32595,7164888,40.7681,-73.9563
32596,7116701,40.7346,-74.005
32597,7159371,40.7277,-73.8601
3260,7128831,40.7389,-73.9293
32601,7114929,40.7606,-73.9914
32605,7226714,40.7258,-73.9889
32606,7176995,40.7678,-73.9915
32608,7161132,40.7769,-73.951
32610,7166303,40.7613,-73.9993
32611,7208764,40.7299,-74.0071
32615,7222300,40.7062,-74.009
3262,7217203,40.711,-74.0051
32620,7156098,40.5946,-73.9617
32622,7174464,40.771,-73.9505
32625,7140907,40.7301,-73.9927
32627,7233007,40.7419,-73.9949
3263,7164561,40.7868,-73.9504
32631,7228413,40.6407,-73.9581
32633,7116720,40.7648,-73.994
32637,7229061,40.6822,-73.9947
3264,7155701,40.6765,-73.9524
32642,7161482,40.7176,-73.9975
32644,7232276,40.7787,-73.9453
32645,7186613,40.7808,-73.9766
32647,7150581,40.7609,-73.9655
32648,7098224,40.7075,-74.0059
3265,7167668,40.7469,-73.9849
32653,7155468,40.8214,-73.9401
32654,7173143,40.7701,-73.9484
32655,7113408,40.7074,-74.0069
32656,7220812,40.7141,-74.0096
32658,7103448,40.7779,-73.9515
32659,7101416,40.7617,-73.9825
32661,7195341,40.7756,-73.9846
32667,7097283,40.7895,-73.949
32668,7234365,40.7959,-73.9742
32669,7137793,40.707,-74.0097
32670,7113321,40.777,-73.9537
32672,7125487,40.6925,-73.9951
32674,7120169,40.7425,-73.9926
32675,7202278,40.7518,-73.9944
32680,7203024,40.7522,-74.0042
32686,7154493,40.7279,-73.9856
32688,7188065,40.7591,-73.9164
3269,7189067,40.7957,-73.9705
32691,7209048,40.8336,-73.9425
32693,7201970,40.7138,-74.0102
32694,7192873,40.7094,-73.8299
32695,7209700,40.6993,-73.9401
32696,7193984,40.6418,-73.9164
32697,7110259,40.769,-73.9436
32699,7206062,40.6604,-73.9429
3270,7142189,40.747,-73.984
32701,7170138,40.7067,-74.0072
32704,7204748,40.742,-73.9841
32705,7223235,40.7081,-74.0013
32707,7092970,40.7404,-73.9795
32709,7121187,40.7391,-73.9936
32710,7107048,40.7797,-73.9446
32712,7226999,40.8217,-73.9486
32716,7148349,40.5915,-73.99
32719,7213321,40.7995,-73.9599
3272,7154520,40.8047,-73.9568
32720,7171366,40.7347,-74.0009
32721,7152850,40.7929,-73.9661
32725,7136307,40.7307,-73.9837
32726,7122834,40.7489,-73.9765
32727,7221917,40.7937,-73.9761
3273,7119532,40.7513,-73.9721
32730,7190871,40.7323,-73.9881
32732,7094979,40.7384,-73.9848
32737,7219530,40.7753,-73.9536
32739,7136073,40.7585,-73.9913
32743,7125618,40.7365,-74.0049
32744,7178271,40.7817,-73.9475
32748,7177986,40.7419,-73.9776
32749,7148178,40.7465,-74.0029
3275,7130895,40.736,-73.9776
32751,7160546,40.7824,-73.9805
32752,7143589,40.7719,-73.9816
32754,7130401,40.7575,-73.9625
32757,7105913,40.7641,-73.9878
32758,7152305,40.7032,-73.9914
32759,7113975,40.7727,-73.9509
32766,7169501,40.7735,-73.9894
3277,7233106,40.7084,-74.0066
32770,7219145,40.7231,-73.9938
32772,7187905,40.631,-74.0242
32776,7189379,40.726,-73.9892
32777,7117843,40.7509,-73.9977
32778,7111163,40.7067,-74.0072
3278,7199593,40.772,-73.9595
32780,7125301,40.7685,-73.9541
32781,7119856,40.7434,-73.9743
32782,7114114,40.7479,-73.9778
32783,7123507,40.7054,-74.0095
32786,7223913,40.7832,-73.9519
32787,7141454,40.7953,-73.9667
3279,7171810,40.7545,-73.9984
32790,7232583,40.7297,-73.986
32792,7182480,40.7388,-74.0018
32794,7133360,40.7842,-73.948
32797,7213943,40.7302,-73.9826
32802,7188689,40.7929,-73.9661
32803,7176911,40.8452,-73.9376
32814,7165484,40.7268,-74.0002
32815,7108208,40.7929,-73.9506
32816,7116291,40.7678,-73.9869
32817,7121460,40.7343,-73.9822
3282,7140024,40.7704,-73.9557
32821,7088200,40.7521,-73.9743
32822,7230758,40.7555,-73.9668
32823,7121839,40.7994,-73.9398
32827,7173415,40.753,-73.9695
32829,7200340,40.7576,-73.9677
3283,7196607,40.789,-73.9479
32830,7200475,40.7721,-73.9539
32832,7137179,40.7792,-73.9464
32835,7116430,40.6744,-73.9544
32837,7144464,40.7468,-73.9818
32840,7197961,40.7728,-73.9591
32841,7123286,40.7671,-73.9529
32842,7223365,40.7588,-73.9694
32845,7427875,40.7389,-73.9809
32846,7216776,40.7498,-73.9961
32848,7195567,40.7191,-74.0109
3285,7171622,40.7465,-73.9803
32850,7094209,40.6904,-73.9167
32853,7197236,40.7897,-73.9734
32856,7177056,40.6321,-74.0284
32864,7186069,40.7067,-74.0072
32868,7180856,40.7664,-73.9863
32870,7516969,40.7977,-73.9484
32872,7175885,40.7815,-73.9471
32874,7179715,40.6881,-73.9794
32876,7171155,40.7756,-73.9846
32877,7117202,40.8248,-73.953
32881,7158725,40.7027,-73.9199
32882,7172562,40.6936,-73.9986
32884,7116846,40.7162,-73.9603
32888,7112348,40.8219,-73.9547
32889,7108978,40.7659,-73.9574
3289,7196830,40.8572,-73.935
32891,7094572,40.7802,-73.948
32892,7130052,40.8283,-73.9218
32893,7099720,40.7465,-73.9565
32894,7172699,40.6805,-73.9722
32897,7124659,40.7887,-73.9485
32898,7147085,40.7442,-73.922
32899,7146681,40.7998,-73.9634
3290,7190271,40.7539,-73.9677
32900,7124405,40.8303,-73.9475
32903,7116250,40.8198,-73.9578
32904,7158909,40.7559,-73.9926
32909,7110085,40.7208,-73.9825
32912,7113127,40.7788,-73.9477
32913,7124312,40.7823,-73.9527
32916,7094993,40.7807,-73.9849
32917,7134226,40.7708,-73.9863
32919,7162742,40.7784,-73.988
3292,7196215,40.7556,-73.9957
32923,7093359,40.7779,-73.9533
32927,7141437,40.7037,-73.9894
32935,7143029,40.7645,-73.984
32937,7208761,40.7659,-73.8256
32939,7129396,40.7838,-73.9535
3294,7233461,40.7786,-73.9478
32941,7213719,40.7698,-73.9839
32942,7126613,40.7227,-73.9891
32943,7148114,40.7131,-73.8348
32947,7138541,40.6988,-73.9939
32949,7206922,40.8198,-73.9578
3295,7184867,40.7613,-73.9998
32952,7191001,40.789,-73.9479
32954,7232791,40.7449,-73.9777
32958,7109206,40.7047,-74.0076
32959,7155327,40.763,-73.9579
3296,7201249,40.708,-74.0149
32961,7217912,40.7643,-73.9905
32963,7214466,40.7674,-73.9538
32964,7182234,40.7703,-73.9536
32965,7208528,40.7481,-73.9564
32968,7225913,40.7176,-73.9531
32974,7101850,40.7725,-73.9819
32975,7156708,40.7366,-73.9934
32976,7096729,40.7595,-73.989
32979,7089868,40.7278,-74.0
32980,7135919,40.7568,-73.9982
32982,7134526,40.7084,-74.0057
32984,7139842,40.7412,-73.9772
32988,7144263,40.7242,-73.9947
32991,7099274,40.7651,-73.9866
32993,7162037,40.7768,-73.9814
32995,7187142,40.681,-73.9587
32996,7216782,40.7077,-74.0097
32998,7099474,40.7258,-73.9889
33,7107333,40.7723,-73.951
33002,7229564,40.7473,-73.9736
33006,7091604,40.7156,-74.0059
33007,7105697,40.7705,-73.9485
33010,7217130,40.7133,-73.9626
33012,7181122,40.7352,-74.0055
33013,7142377,40.6927,-73.986
33014,7216895,40.7072,-74.0124
33017,7136469,40.7471,-73.9416
33019,7142283,40.7574,-73.9681
3302,7137230,40.7141,-74.0096
33021,7210710,40.7749,-73.9249
33023,7201964,40.7746,-73.9554
33028,7155838,40.7074,-74.007
33029,7134028,40.7705,-73.931
33034,7177975,40.7154,-74.0156
33035,7119062,40.7347,-74.0009
33037,7162757,40.7601,-73.9901
33039,7168889,40.773,-73.9507
3304,7209644,40.7047,-73.9124
33040,7184289,40.698,-73.834
33049,7137595,40.7959,-73.9742
3305,7119364,40.7594,-73.9593
33050,7129741,40.7799,-73.948
33051,7217253,40.739,-73.9791
33055,7121124,40.7612,-73.9978
33063,7102980,40.7645,-73.984
33066,7204071,40.7461,-73.9757
33068,7213394,40.7252,-73.8123
33071,7128700,40.7926,-73.968
33072,7136883,40.7822,-73.9817
33073,7203113,40.7859,-73.9715
33074,7162996,40.7737,-73.9067
33075,7232761,40.7494,-73.9875
33076,7113428,40.8564,-73.9315
33081,7167470,40.7417,-73.9169
33082,7099067,40.7601,-73.99
33087,7228433,40.7633,-73.9628
33088,7206994,40.726,-73.9892
33089,7227475,40.7202,-73.9895
33094,7231576,40.7703,-73.9592
33095,7087860,40.8015,-73.9668
33098,7194101,40.7304,-73.9829
3310,7186755,40.8664,-73.9194
33101,7151233,40.7139,-73.9448
33102,7199651,40.7448,-73.9909
33103,7138261,40.768,-73.9533
33104,7190067,40.7951,-73.9676
33106,7184296,40.6887,-73.9851
33107,7163758,40.7252,-73.9947
33110,7229869,40.7695,-73.9603
33111,7193135,40.7842,-73.948
33115,7187563,40.8376,-73.9443
33116,7316270,40.7749,-73.9782
33117,7099277,40.7617,-73.9899
33120,7213567,40.7884,-73.9537
33123,7199389,40.7515,-73.94
33124,7136771,40.7633,-73.9628
33129,7161382,40.8289,-73.9482
33131,7229770,40.7324,-74.0081
33134,7104628,40.7797,-73.9476
33135,7143999,40.6662,-73.978
33137,7183943,40.7704,-73.9557
33142,7146454,40.7662,-73.8284
33146,7097850,40.7227,-73.9846
33156,7141103,40.8026,-73.9655
33157,7097575,40.7777,-73.9883
33162,7159948,40.7775,-73.9633
33163,7093151,40.7175,-73.9521
33165,7124170,40.757,-73.9946
33171,7098433,40.7491,-73.9789
33174,7092602,40.71,-74.0143
33176,7089837,40.7711,-73.9564
33177,7225706,40.7338,-74.0009
33179,7232169,40.776,-73.9519
33185,7117201,40.7261,-73.987
33188,7201531,40.7243,-74.0029
33191,7147872,40.7218,-73.8426
33192,7226302,40.7716,-73.9483
33194,7195350,40.7516,-73.969
332,7225795,40.7266,-73.9999
3320,7206902,40.7472,-73.956
33201,7119051,40.7593,-73.9962
33202,7203990,40.7244,-73.9942
33205,7113866,40.7633,-73.9628
33212,7206358,40.7268,-73.8599
33215,7178318,40.7678,-73.8964
33216,7208716,40.7621,-73.9882
33218,7213455,40.7047,-74.0076
33219,7171618,40.8028,-73.9647
33220,7214278,40.7321,-74.008
33222,7188071,40.7389,-73.9929
33223,7126257,40.7806,-73.9789
33224,7202530,40.716,-74.0036
33229,7167114,40.7489,-73.9765
33230,7221576,40.7416,-73.9216
33232,7120268,40.7472,-73.9725
33234,7144214,40.7568,-73.9942
33238,7099373,40.7436,-73.9727
33241,7123960,40.7107,-73.9663
33242,7193573,40.7192,-73.9828
33245,7126732,40.7028,-73.9164
33250,7219124,40.7814,-73.9469
33251,7207134,40.7689,-73.9681
33253,7125799,40.7505,-74.0022
3326,7112040,40.74,-73.9804
33265,7199578,40.7439,-73.9779
33266,7103499,40.7431,-73.9792
33267,7101212,40.7565,-73.969
33269,7187359,40.7984,-73.9632
3327,7143386,40.8768,-73.8749
33275,7192869,40.7698,-73.9839
33276,7190551,40.803,-73.9651
33278,7098521,40.7814,-73.9515
3328,7118104,40.7518,-73.9398
33285,7162243,40.7707,-73.9817
33291,7099535,40.7081,-74.0065
33293,7152310,40.7832,-73.9482
33296,7204734,40.7563,-73.9678
33299,7190012,40.7777,-73.9462
333,7095668,40.742,-73.9969
33301,7161699,40.6646,-73.9326
33303,7170515,40.7334,-74.0047
33307,7226039,40.7182,-73.9629
33308,7168256,40.5839,-73.9343
33312,7171204,40.7349,-73.9863
33314,7178734,40.7076,-74.0077
33316,7137113,40.7749,-73.9782
3332,7109651,40.7981,-73.9685
33321,7092310,40.7802,-73.9444
33323,7093327,40.7061,-74.0111
33324,7180948,40.7487,-73.9425
33326,7096337,40.7829,-73.977
33329,7195651,40.7387,-74.0085
33335,7123054,40.7912,-73.9523
33342,7166173,40.7239,-73.9799
33343,7140533,40.7611,-73.9504
33344,7142262,40.7775,-73.9535
33349,7115648,40.6736,-73.9659
33352,7105193,40.7252,-73.9947
33354,7159645,40.7394,-73.9811
33356,7180547,40.844,-73.9404
33358,7157519,40.8,-73.9656
33362,7209606,40.7929,-73.9661
33364,7160646,40.7391,-74.0016
33368,7162973,40.7419,-73.9949
33371,7232018,40.7045,-74.0089
33372,7159229,40.7802,-73.9478
33374,7161828,40.6897,-73.9799
33377,7200953,40.7675,-73.9607
3338,7192775,40.7189,-73.9495
33380,7154068,40.8051,-73.9627
33381,7112380,40.8618,-73.9268
33383,7162330,40.8282,-73.9214
33384,7165982,40.6887,-73.9851
33387,7153075,40.8028,-73.9648
33388,7124714,40.7389,-73.9809
33389,7166774,40.7275,-74.0322
33392,7181219,40.7331,-74.0055
33394,7090729,40.6257,-74.0122
33395,7158554,40.7959,-73.9742
33399,7112008,40.7351,-73.9999
33402,7188613,40.7928,-73.9748
33405,7195935,40.7075,-74.0123
33408,7164750,40.7342,-73.9902
33409,7152560,40.6896,-73.9081
33410,7096340,40.7856,-73.9498
33411,7225618,40.7394,-73.9809
33413,7200650,40.731,-73.9884
33419,7138865,40.7471,-73.9846
3342,7162095,40.7937,-73.9761
33420,7219024,40.6719,-73.9865
33424,7208051,40.745,-73.9863
33432,7188675,40.7171,-74.0047
33435,7221633,40.7479,-73.9746
33436,7092705,40.7436,-73.9727
33440,7194566,40.7166,-74.0162
33445,7193667,40.7413,-73.9779
33447,7214342,40.7898,-73.9744
33448,7210148,40.5758,-73.8415
33450,7194375,40.6554,-73.9548
33453,7210834,40.7485,-73.98
33454,7211459,40.7133,-73.94
33457,7202489,40.7318,-73.9822
33458,7129183,40.7675,-73.9841
33459,7229581,40.7509,-73.9704
33461,7219692,40.728,-73.984
33462,7183157,40.8069,-73.9666
33468,7181001,40.7075,-74.0059
3347,7223918,40.708,-74.0149
33471,7108530,40.8141,-73.9511
33472,7138701,40.8007,-73.9609
33480,7217636,40.7578,-73.9922
33484,7102156,40.7073,-74.0046
33486,7105857,40.8216,-73.9552
33487,7145874,40.8036,-73.955
33489,7143032,40.7434,-73.9746
33494,7119900,40.7695,-73.9888
335,7234386,40.7261,-74.0014
33501,7221118,40.7518,-73.9695
33502,7220059,40.7304,-73.9829
33504,7132014,40.7688,-73.9579
33505,7168136,40.7406,-74.0038
33506,7200104,40.7344,-73.9823
33509,7115845,40.726,-73.9892
3351,7131231,40.7518,-73.9397
33510,7148383,40.6356,-74.0205
33511,7132165,40.7319,-73.9817
33512,7147887,40.7198,-73.9974
33513,7209580,40.7301,-73.9942
33518,7109738,40.618,-73.9546
33519,7095903,40.7328,-74.0089
33520,7120674,40.7675,-73.9607
33523,7154098,40.7275,-74.0035
33529,7122654,40.7298,-74.0005
3353,7088937,40.7487,-73.9425
33530,7094252,40.7766,-73.9548
33531,7095883,40.7472,-73.956
33532,7207343,40.7627,-73.9865
33535,7162854,40.7242,-73.9845
33539,7110570,40.7618,-73.9598
33541,7172692,40.7226,-73.9949
33543,7223895,40.773,-73.9558
33551,7102421,40.8273,-73.9471
33552,7132210,40.778,-73.9509
33553,7106010,40.7573,-73.9651
3356,7132182,40.7053,-74.0103
33562,7142787,40.7301,-73.9942
33565,7142614,40.7876,-73.9679
33566,7225665,40.5863,-74.1598
33567,7192486,40.7494,-73.9875
33568,7155856,40.7394,-73.981
33570,7196960,40.7321,-74.008
33577,7150031,40.7465,-73.9957
33578,7139571,40.7861,-73.9696
33579,7215041,40.8291,-73.9482
3358,7224563,40.7456,-74.0053
33581,7140998,40.7728,-73.981
33584,7162829,40.7947,-73.9667
33586,7162771,40.7606,-73.9963
33588,7195665,40.735,-73.9812
33595,7156636,40.7684,-73.9897
33597,7227112,40.7786,-73.9478
33598,7229826,40.7624,-73.9917
33599,7137978,40.8443,-73.9353
336,7230215,40.8217,-73.945
3360,7231197,40.7612,-73.9624
33600,7219011,40.6785,-73.9748
33601,7224598,40.767,-73.9915
33603,7093268,40.7074,-74.0069
33605,7132911,40.7065,-74.0102
33608,7138112,40.7166,-73.9428
33609,7232859,40.7067,-74.018
33610,7171224,40.7718,-73.9851
33612,7212741,40.719,-73.9601
33616,7203981,40.7954,-73.9743
33618,7195645,40.7035,-74.0109
33620,7109492,40.7587,-73.9838
33622,7087831,40.7397,-73.9799
33623,7210864,40.7864,-73.9713
3363,7169081,40.7067,-74.0072
33633,7189123,40.7438,-73.9743
33636,7090476,40.8438,-73.9401
3364,7138633,40.7388,-73.9937
33645,7216962,40.7811,-73.9482
33646,7214532,40.6952,-73.9965
33648,7109344,40.7753,-73.9509
33650,7156431,40.7207,-73.9801
33653,7225957,40.7695,-73.9603
33656,7168783,40.7494,-73.9875
33658,7092463,40.7231,-74.0044
33659,7127766,40.7641,-73.9878
33660,7121030,40.7189,-73.9495
33661,7214885,40.8006,-73.9377
33664,7093269,40.7517,-73.969
33665,7210250,40.7484,-73.9893
33666,7110657,40.7881,-73.9758
33671,7113047,40.7054,-74.0095
33673,7204339,40.7784,-73.988
33675,7105859,40.7641,-73.9878
33680,7154784,40.7538,-73.974
33682,7114303,40.731,-73.9884
33689,7168587,40.7489,-73.9765
3369,7159482,40.7248,-73.9808
33691,7219362,40.7426,-73.9782
33692,7103672,40.7631,-73.9632
33694,7217006,40.7097,-74.0173
33696,7224349,40.752,-73.9946
337,7127331,40.7243,-73.9834
33700,7101676,40.7807,-73.9471
33702,7159647,40.7486,-73.9903
33704,7123229,40.7637,-73.9847
33707,7210764,40.8024,-73.9651
33708,7485647,40.7568,-73.9982
33710,7125840,40.7739,-73.9528
33714,7186467,40.7756,-73.9829
33721,7188584,40.7661,-73.9918
33724,7167511,40.7081,-74.0065
33725,7189541,40.8186,-73.9392
33728,7170401,40.761,-73.999
33729,7151748,40.7959,-73.9742
33730,7194995,40.6785,-73.9748
33731,7205673,40.7695,-73.9603
33732,7089528,40.7943,-73.9675
33733,7147603,40.7397,-73.9817
33736,7121208,40.7449,-73.9777
33737,7116130,40.7752,-73.9622
33738,7202290,40.8522,-73.9386
33739,7116620,40.7315,-74.0025
33740,7153430,40.706,-74.0088
33745,7091934,40.7819,-73.9528
33746,7202045,40.7287,-73.9845
33748,7166239,40.8678,-73.9251
33751,7112606,40.7792,-73.9464
33753,7164552,40.7057,-73.8122
33754,7139261,40.7774,-73.9795
33756,7134970,40.7812,-73.9483
33757,7169774,40.7487,-73.9425
33758,7143482,40.6805,-73.9722
33760,7134304,40.774,-73.9501
33761,7163170,40.7864,-73.9734
33764,7143959,40.803,-73.9664
33766,7177161,40.7832,-73.9519
33770,7169366,40.7565,-73.9717
33772,7162788,40.8559,-73.938
33775,7185788,40.758,-73.9917
33777,7225408,40.789,-73.9756
33779,7128340,40.7184,-73.9898
33784,7146413,40.7141,-74.0096
33785,7203849,40.742,-73.9807
33789,7214968,40.7328,-74.0089
33790,7103900,40.731,-73.9814
33793,7157621,40.7645,-73.984
33794,7161155,40.7676,-73.9601
33796,7106758,40.6834,-73.9077
338,7167945,40.7748,-73.952
3380,7097646,40.7944,-73.9665
33800,7234007,40.742,-73.9862
33805,7098845,40.8198,-73.9578
33806,7105012,40.7075,-74.0059
33807,7161565,40.7452,-73.9752
33809,7228428,40.7502,-73.9406
33810,7229915,40.7376,-73.9828
33815,7211690,40.699,-73.9943
33816,7099507,40.7572,-73.9648
33819,7124215,40.8333,-73.9445
33828,7091343,40.7832,-73.9519
33836,7216207,40.7521,-74.0011
33839,7152000,40.692,-73.9539
3384,7210606,40.8059,-73.9464
33841,7182315,40.7266,-73.9894
33842,7100710,40.695,-73.9713
33843,7227080,40.761,-73.999
33844,7229763,40.7698,-73.9622
33845,7215993,40.7756,-73.9529
33847,7160642,40.7385,-73.9844
33848,7212007,40.7344,-74.0032
33849,7127504,40.7243,-74.0029
33851,7137103,40.8012,-73.966
33859,7228146,40.7364,-74.0032
33860,7127261,40.7862,-73.9425
33866,7215177,40.8376,-73.9418
33867,7179986,40.7067,-74.0071
33870,7190618,40.7606,-73.9951
33874,7143077,40.7477,-73.8885
33875,7185752,40.773,-73.9507
33878,7138142,40.7848,-73.973
33879,7191670,40.7635,-73.9799
33880,7104591,40.708,-74.0149
33882,7144641,40.7327,-73.9931
33883,7174469,40.7612,-73.9898
33886,7215086,40.8433,-73.9392
33890,7227011,40.7182,-73.9899
33892,7153623,40.7176,-73.9531
33895,7226107,40.7394,-73.9802
33901,7209675,40.6983,-73.9929
33909,7189789,40.7205,-73.8507
3391,7144565,40.7849,-73.978
33914,7195430,40.7196,-73.985
33915,7466026,40.7125,-73.8325
33916,7170991,40.7605,-73.9678
33917,7160937,40.7617,-73.9626
33918,7110853,40.7821,-73.9795
33922,7123156,40.7999,-73.9637
33924,7174649,40.7239,-73.9947
33925,7190356,40.717,-74.0136
33928,7202750,40.8274,-73.9476
3393,7161450,40.7681,-73.9563
33932,7232798,40.7427,-73.9957
33933,7093546,40.7623,-73.9635
33936,7174034,40.7801,-73.9477
33938,7118239,40.7731,-73.9517
33939,7128200,40.7278,-73.9834
3394,7104659,40.7734,-73.9505
33940,7114198,40.7829,-73.9452
33947,7166950,40.7333,-73.975
33948,7144069,40.7702,-73.9494
3395,7186053,40.7045,-74.0089
33951,7205967,40.729,-73.9891
33952,7225233,40.7343,-73.982
33954,7160309,40.7056,-74.0162
33955,7200382,40.7272,-73.9894
33956,7221338,40.7902,-73.9678
33961,7205777,40.8247,-73.9509
33963,7185529,40.7582,-73.9634
33965,7216382,40.7538,-73.974
33966,7162575,40.7568,-73.9982
33970,7205305,40.7133,-73.956
33974,7094383,40.7845,-73.9803
33977,7150881,40.7035,-74.0109
33985,7174219,40.7194,-73.9943
3399,7157388,40.7852,-73.9728
33994,7096244,40.7465,-73.9565
33995,7111830,40.7993,-73.9604
33996,7189322,40.7454,-73.979
340,7190799,40.7637,-73.9847
3400,7196752,40.6785,-73.9748
34001,7198652,40.8212,-73.9395
34003,7174317,40.693,-73.972
34007,7186342,40.746,-73.9754
34009,7102354,40.7593,-73.9962
3401,7189331,40.8535,-73.9285
34010,7105388,40.7782,-73.9482
34011,7196003,40.7366,-73.9935
34012,7099059,40.7959,-73.9742
34014,7129549,40.7582,-73.9634
34016,7207661,40.7297,-73.9999
34017,7145178,40.8233,-73.9532
3402,7131432,40.7601,-73.99
34020,7119788,40.7277,-73.8154
34024,7090865,40.7032,-73.9914
34026,7220446,40.7304,-74.005
34029,7228946,40.7601,-73.9695
3403,7175179,40.7667,-73.959
34037,7217391,40.7695,-73.9603
34041,7092234,40.7465,-73.9803
34048,7142242,40.8221,-73.9421
34050,7209615,40.773,-73.9506
34051,7201898,40.7071,-74.0086
34052,7119445,40.8552,-73.8655
34053,7220080,40.7239,-73.9798
34055,7227848,40.7274,-73.9795
34056,7212911,40.7123,-73.9442
34057,7225870,40.7902,-73.9677
34059,7135546,40.7539,-73.9677
34072,7128387,40.7773,-73.9619
34073,7199300,40.7377,-73.9831
34075,7113228,40.753,-73.9695
34077,7105785,40.7454,-73.979
3408,7181956,40.7463,-73.9407
34080,7149926,40.7846,-73.9781
34082,7152609,40.7963,-73.9306
34092,7108548,40.8452,-73.9376
34095,7104196,40.7817,-73.9478
34096,7224283,40.7709,-73.9917
34097,7200709,40.7766,-73.9552
34098,7119874,40.8304,-73.9489
341,7120422,40.7633,-73.9932
34100,7134136,40.7957,-73.9727
34105,7209657,40.8014,-73.9663
34108,7126855,40.7139,-74.0084
3411,7188920,40.7471,-73.9416
34111,7107828,40.7377,-73.9831
34112,7216369,40.7635,-73.9876
34113,7213344,40.7268,-74.0002
34114,7125789,40.8252,-73.9515
34118,7143634,40.7053,-74.0161
34120,7118725,40.7339,-74.0047
34121,7181072,40.6718,-73.9484
34125,7180846,40.7565,-73.9973
34129,7180645,40.8449,-73.9391
34134,7224662,40.7053,-74.0161
34136,7110282,40.7585,-73.9911
3414,7206150,40.7046,-74.0089
34141,7159329,40.7208,-73.9825
34142,7104417,40.7773,-73.9469
34144,7233359,40.7185,-73.9827
34149,7196763,40.7376,-73.9938
3415,7120251,40.7623,-73.9886
34150,7114645,40.7232,-73.9837
34151,7138843,40.7448,-73.9909
34154,7133653,40.7178,-73.9831
34157,7129438,40.7943,-73.9675
34159,7104528,40.7538,-73.974
3416,7214551,40.8274,-73.9514
34160,7093007,40.7568,-73.9982
34162,7191624,40.7594,-73.9684
34164,7157614,40.7723,-73.951
34165,7680982,40.7144,-73.9909
34171,7190861,40.7467,-73.9852
34174,7146148,40.7995,-73.9541
34177,7091751,40.7538,-73.974
34178,7153273,40.8012,-73.9421
34179,7098776,40.7438,-73.9983
